Check Number,Check Category,Check Description,Check Query,Check Table Name,Check Column Name,Check Status,Rows Scanned,Rows Failed,Check Run Date,Remarks
6637,completeness,Check for completeness,SELECT * FROM users WHERE condition,users,column_10,pass,363,91,2023-11-03 23:29:15,Remark
4764,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,discounts,column_6,fail,669,103,2023-05-22 02:23:02,
8096,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,products,column_7,fail,379,99,2023-01-03 17:55:20,Remark
4045,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,sales,column_4,fail,869,315,2023-03-08 03:01:53,
6869,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,refunds,column_8,pass,593,416,2023-04-25 22:07:00,
9187,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_10,fail,385,307,2023-08-22 10:08:55,Remark
1852,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,users,column_4,fail,674,345,2023-07-17 04:37:28,
9122,consistency,Check for consistency,SELECT * FROM products WHERE condition,invoice_payments,column_8,pass,781,112,2023-02-21 21:24:16,
4446,completeness,Check for completeness,SELECT * FROM orders WHERE condition,invoice_payments,column_1,fail,170,96,2023-06-30 10:09:43,
4209,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_5,fail,944,626,2023-06-17 19:44:04,
6876,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,invoices,column_4,pass,427,150,2023-08-25 08:35:35,Remark
9382,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,subscribers,column_6,fail,620,130,2023-05-14 23:29:15,Remark
9444,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,product_webinars,column_4,fail,88,58,2023-02-24 08:27:20,Remark
1911,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_8,pass,566,188,2023-09-20 13:35:27,Remark
3294,completeness,Check for completeness,SELECT * FROM users WHERE condition,discounts,column_10,fail,2,2,2023-09-06 08:10:13,Remark
5388,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,payments,column_2,fail,43,24,2023-10-04 19:01:10,Remark
4029,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,sales,column_6,pass,706,193,2023-09-12 13:52:47,Remark
2655,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,discounts,column_1,fail,258,43,2023-01-01 21:21:45,Remark
4833,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,purchase_transactions,column_1,fail,781,33,2023-08-29 15:56:56,
3232,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,orders,column_2,pass,847,523,2023-09-07 13:07:19,Remark
6672,completeness,Check for completeness,SELECT * FROM sales WHERE condition,sales,column_4,fail,86,80,2023-03-11 16:09:08,
8727,consistency,Check for consistency,SELECT * FROM admins WHERE condition,products,column_9,pass,443,289,2023-07-19 08:15:21,
8341,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,product_webinars,column_7,fail,112,72,2023-01-01 01:31:45,Remark
1323,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,invoices,column_9,pass,908,894,2023-01-19 05:39:28,Remark
2992,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,purchase_transactions,column_9,pass,771,339,2023-08-01 20:50:48,
9379,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,sales,column_2,pass,102,41,2023-07-14 02:59:14,Remark
6618,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_1,pass,460,47,2023-07-30 21:47:14,Remark
2238,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,users,column_8,fail,626,176,2023-05-19 10:46:52,Remark
7621,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,refunds,column_10,pass,693,591,2023-03-27 09:43:18,
4036,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,orders,column_7,fail,247,226,2023-10-31 09:01:32,Remark
1766,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,invoice_payments,column_1,pass,913,159,2023-09-27 02:19:49,
7844,consistency,Check for consistency,SELECT * FROM payments WHERE condition,subscribers,column_3,pass,210,42,2023-08-06 10:42:59,
3419,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,product_webinars,column_1,pass,411,399,2023-09-05 17:18:08,Remark
153,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,subscribers,column_5,pass,786,449,2023-10-01 14:49:50,
7959,consistency,Check for consistency,SELECT * FROM sales WHERE condition,payments,column_8,pass,333,197,2023-02-15 16:06:39,Remark
2982,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,admins,column_9,fail,320,90,2023-06-10 07:35:40,Remark
8586,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,subscribers,column_2,fail,950,652,2023-01-04 13:48:31,Remark
4861,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,products,column_8,fail,828,488,2023-07-16 09:08:41,
443,completeness,Check for completeness,SELECT * FROM payments WHERE condition,payments,column_5,fail,442,223,2023-04-18 21:11:24,Remark
2076,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,orders,column_10,fail,210,143,2023-08-03 17:32:29,Remark
8192,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,discounts,column_9,fail,892,45,2023-01-07 20:14:39,
3739,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,product_webinars,column_4,pass,435,291,2023-09-14 02:53:13,Remark
2323,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,refunds,column_10,fail,301,143,2023-02-27 05:07:55,Remark
3711,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,subscribers,column_4,pass,856,693,2023-01-16 11:11:41,
4506,datafreshness,Check for datafreshness,SELECT * FROM purchase_transactions WHERE condition,payments,column_5,pass,872,830,2023-10-17 06:23:42,
8580,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,sales,column_8,fail,553,222,2023-01-12 19:07:39,Remark
6207,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,product_webinars,column_6,fail,726,266,2023-04-19 14:34:42,Remark
5558,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,users,column_1,fail,735,127,2023-05-26 20:38:20,Remark
9764,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,products,column_6,pass,162,4,2023-06-03 08:37:19,
1738,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,payments,column_5,fail,477,305,2023-10-08 13:59:40,Remark
3708,completeness,Check for completeness,SELECT * FROM users WHERE condition,product_webinars,column_3,pass,614,360,2023-05-10 22:27:47,
7919,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,products,column_5,pass,985,403,2023-06-08 23:41:25,
7120,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,sales,column_8,pass,660,334,2023-01-09 09:28:57,
7252,datafreshness,Check for datafreshness,SELECT * FROM admins WHERE condition,products,column_7,pass,134,38,2023-11-07 22:57:27,
8040,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,sales,column_9,pass,956,2,2023-07-31 17:53:31,Remark
1073,completeness,Check for completeness,SELECT * FROM users WHERE condition,payments,column_8,pass,593,204,2023-11-03 16:09:09,Remark
5052,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,products,column_3,pass,949,927,2023-05-14 12:15:30,
1010,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_7,pass,45,33,2023-01-07 03:00:35,
9025,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,products,column_9,pass,61,14,2023-06-21 19:52:17,
2055,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,products,column_4,fail,98,85,2023-10-05 22:16:28,Remark
8726,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,refunds,column_8,pass,254,17,2023-04-14 21:12:36,Remark
7922,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,orders,column_5,fail,885,618,2023-04-12 16:34:43,
3477,consistency,Check for consistency,SELECT * FROM payments WHERE condition,products,column_1,pass,856,406,2023-05-06 04:37:13,
8141,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,purchase_transactions,column_8,fail,51,17,2023-08-08 01:58:49,Remark
3315,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,product_webinars,column_5,fail,526,90,2023-11-05 14:07:24,
6685,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,sales,column_6,fail,873,270,2023-06-16 20:49:00,Remark
7347,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,admins,column_7,fail,908,803,2023-02-09 18:03:29,
8843,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,refunds,column_10,fail,830,721,2023-11-24 00:36:48,
5207,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,admins,column_9,fail,37,20,2023-09-21 19:50:28,
493,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,purchase_transactions,column_4,pass,212,10,2023-03-25 21:37:10,
5680,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,invoices,column_7,pass,711,505,2023-09-25 09:53:24,
6975,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,purchase_transactions,column_3,fail,342,3,2023-01-01 06:57:43,Remark
3453,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,product_webinars,column_3,fail,622,485,2023-08-07 23:28:17,Remark
3328,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,products,column_10,fail,931,559,2023-06-17 07:19:16,Remark
7144,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,products,column_10,pass,757,716,2023-01-19 05:36:51,
4388,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,discounts,column_7,pass,672,58,2023-05-27 02:17:42,
5325,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,purchase_transactions,column_9,fail,668,604,2023-08-29 11:51:25,
559,consistency,Check for consistency,SELECT * FROM products WHERE condition,subscribers,column_8,fail,290,44,2023-01-07 21:26:01,Remark
1474,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,product_webinars,column_10,fail,236,42,2023-07-10 14:27:08,Remark
1941,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,users,column_2,pass,893,871,2023-02-18 07:50:26,
6285,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,orders,column_6,fail,959,25,2023-07-26 16:50:40,
5063,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,refunds,column_4,pass,395,257,2023-08-18 04:10:26,Remark
4393,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,product_webinars,column_6,pass,738,270,2023-05-26 06:34:39,
9711,uniqueness,Check for uniqueness,SELECT * FROM discounts WHERE condition,invoice_payments,column_6,pass,3,3,2023-09-27 10:43:21,
3996,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,invoices,column_2,fail,444,26,2023-04-09 02:56:03,
9442,uniqueness,Check for uniqueness,SELECT * FROM payments WHERE condition,product_webinars,column_6,pass,156,117,2023-01-28 00:40:26,Remark
1995,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,product_webinars,column_2,fail,216,44,2023-10-11 20:56:38,Remark
2576,datafreshness,Check for datafreshness,SELECT * FROM users WHERE condition,admins,column_5,fail,426,23,2023-03-16 15:25:05,
8126,consistency,Check for consistency,SELECT * FROM admins WHERE condition,payments,column_8,fail,13,6,2023-02-13 11:18:08,Remark
3518,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,payments,column_2,pass,123,119,2023-06-06 20:45:12,
5116,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,purchase_transactions,column_9,pass,580,30,2023-06-01 15:16:04,
2259,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,admins,column_2,fail,917,376,2023-03-25 20:34:18,
4387,accuracy,Check for accuracy,SELECT * FROM discounts WHERE condition,discounts,column_7,fail,735,297,2023-09-10 22:31:01,Remark
9307,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,sales,column_4,pass,941,415,2023-06-09 00:57:58,
9786,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,payments,column_4,fail,960,728,2023-10-17 05:36:28,Remark
4735,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,invoice_payments,column_1,fail,402,143,2023-11-10 06:31:58,
6595,accuracy,Check for accuracy,SELECT * FROM users WHERE condition,sales,column_10,pass,293,22,2023-01-08 10:48:13,Remark
9053,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,invoice_payments,column_3,fail,97,11,2023-08-11 11:16:01,
6691,consistency,Check for consistency,SELECT * FROM payments WHERE condition,payments,column_1,pass,98,84,2023-10-13 19:37:10,
3438,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,product_webinars,column_6,fail,745,682,2023-10-05 17:55:42,
7126,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,refunds,column_8,fail,959,334,2023-11-16 16:47:28,
119,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,payments,column_7,fail,971,133,2023-10-16 22:44:24,Remark
4378,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,invoice_payments,column_1,fail,832,332,2023-03-15 08:23:37,
6796,completeness,Check for completeness,SELECT * FROM orders WHERE condition,sales,column_4,fail,934,404,2023-09-20 06:11:06,Remark
5188,consistency,Check for consistency,SELECT * FROM payments WHERE condition,invoice_payments,column_10,pass,840,384,2023-02-12 07:28:40,Remark
9687,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,refunds,column_4,fail,9,2,2023-08-17 05:15:57,Remark
5932,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,purchase_transactions,column_10,fail,995,756,2023-06-21 14:36:53,
5715,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,purchase_transactions,column_6,pass,814,39,2023-05-07 16:11:18,
6141,completeness,Check for completeness,SELECT * FROM refunds WHERE condition,discounts,column_1,pass,970,282,2023-02-22 13:45:42,Remark
4522,completeness,Check for completeness,SELECT * FROM sales WHERE condition,product_webinars,column_2,pass,967,601,2023-02-16 12:49:15,
8718,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,users,column_3,fail,706,98,2023-01-30 13:42:27,
9449,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,purchase_transactions,column_3,fail,541,485,2023-09-11 16:58:47,Remark
4005,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,users,column_5,pass,358,100,2023-05-29 14:32:10,Remark
5366,completeness,Check for completeness,SELECT * FROM users WHERE condition,refunds,column_3,fail,236,77,2023-04-27 11:05:41,
4055,completeness,Check for completeness,SELECT * FROM orders WHERE condition,product_webinars,column_2,pass,512,345,2023-11-12 19:26:34,
3822,completeness,Check for completeness,SELECT * FROM orders WHERE condition,users,column_5,pass,28,26,2023-01-31 14:53:57,Remark
4247,completeness,Check for completeness,SELECT * FROM subscribers WHERE condition,subscribers,column_3,pass,609,425,2023-06-24 15:59:55,Remark
4938,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,sales,column_8,fail,920,115,2023-06-19 19:10:01,
5004,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,orders,column_7,pass,582,417,2023-03-16 08:01:45,
2646,datafreshness,Check for datafreshness,SELECT * FROM sales WHERE condition,payments,column_4,fail,306,151,2023-11-05 13:16:16,Remark
8056,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,users,column_6,fail,302,220,2023-10-01 15:30:33,Remark
9618,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,subscribers,column_1,pass,740,710,2023-01-31 13:39:27,
4680,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,payments,column_1,fail,951,86,2023-08-18 04:03:57,
1357,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,sales,column_10,fail,681,386,2023-02-17 13:15:37,Remark
1423,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,invoice_payments,column_3,fail,510,120,2023-03-24 08:42:55,Remark
5770,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,orders,column_3,fail,218,126,2023-03-13 14:41:25,
5353,completeness,Check for completeness,SELECT * FROM discounts WHERE condition,users,column_3,fail,839,647,2023-01-30 14:42:54,Remark
8352,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,subscribers,column_4,fail,659,551,2023-01-23 05:39:58,Remark
1737,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,refunds,column_10,pass,951,658,2023-07-13 16:16:50,Remark
3101,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,sales,column_1,fail,127,87,2023-08-19 04:58:53,Remark
1863,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,invoices,column_9,pass,859,557,2023-02-22 12:29:49,Remark
6772,consistency,Check for consistency,SELECT * FROM admins WHERE condition,orders,column_1,fail,313,102,2023-04-07 23:22:01,Remark
7177,accuracy,Check for accuracy,SELECT * FROM product_webinars WHERE condition,invoices,column_9,pass,638,13,2023-03-22 09:43:51,
9360,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,orders,column_8,fail,454,260,2023-06-28 18:52:44,Remark
8562,uniqueness,Check for uniqueness,SELECT * FROM products WHERE condition,sales,column_5,pass,439,327,2023-03-18 02:18:11,
1370,completeness,Check for completeness,SELECT * FROM sales WHERE condition,subscribers,column_7,fail,194,87,2023-11-08 15:30:00,Remark
696,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,orders,column_5,fail,588,9,2023-02-20 09:48:32,
2748,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,purchase_transactions,column_7,fail,414,367,2023-03-30 19:14:58,
5440,uniqueness,Check for uniqueness,SELECT * FROM invoice_payments WHERE condition,discounts,column_6,pass,32,17,2023-02-27 10:44:54,Remark
3660,datafreshness,Check for datafreshness,SELECT * FROM invoice_payments WHERE condition,refunds,column_7,pass,431,427,2023-06-28 10:55:36,Remark
6668,uniqueness,Check for uniqueness,SELECT * FROM sales WHERE condition,users,column_4,fail,6,1,2023-08-15 01:45:32,
2964,uniqueness,Check for uniqueness,SELECT * FROM orders WHERE condition,payments,column_7,pass,932,182,2023-01-07 16:47:10,
9903,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,invoices,column_5,fail,204,19,2023-02-02 09:51:27,
4923,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,product_webinars,column_1,fail,718,540,2023-01-25 10:56:56,Remark
3748,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,sales,column_8,fail,491,283,2023-08-11 21:30:16,Remark
9241,datafreshness,Check for datafreshness,SELECT * FROM products WHERE condition,payments,column_10,pass,558,49,2023-08-19 16:02:01,
922,uniqueness,Check for uniqueness,SELECT * FROM refunds WHERE condition,subscribers,column_8,pass,25,10,2023-01-02 17:17:45,Remark
9669,consistency,Check for consistency,SELECT * FROM invoice_payments WHERE condition,products,column_10,pass,586,107,2023-04-18 18:58:17,Remark
2112,completeness,Check for completeness,SELECT * FROM payments WHERE condition,admins,column_1,pass,444,281,2023-03-27 01:36:21,Remark
925,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,products,column_7,pass,393,153,2023-01-24 07:47:13,Remark
3757,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,refunds,column_3,fail,784,224,2023-07-17 21:24:57,
5987,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,users,column_4,pass,382,338,2023-03-04 23:47:28,Remark
8875,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,product_webinars,column_2,fail,535,371,2023-07-02 03:26:56,
2631,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,products,column_4,fail,136,109,2023-04-26 23:26:21,
7645,consistency,Check for consistency,SELECT * FROM payments WHERE condition,products,column_2,pass,395,293,2023-02-12 01:48:48,
6695,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,discounts,column_5,pass,73,56,2023-06-14 19:47:32,Remark
3116,consistency,Check for consistency,SELECT * FROM purchase_transactions WHERE condition,sales,column_1,fail,705,232,2023-05-03 07:49:03,
2381,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,subscribers,column_1,fail,8,1,2023-10-28 07:53:33,Remark
9731,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,product_webinars,column_9,pass,833,741,2023-08-27 09:44:43,
1882,consistency,Check for consistency,SELECT * FROM sales WHERE condition,admins,column_7,pass,907,413,2023-05-04 12:53:27,Remark
66,uniqueness,Check for uniqueness,SELECT * FROM product_webinars WHERE condition,invoices,column_6,fail,729,56,2023-04-08 10:33:19,
4858,completeness,Check for completeness,SELECT * FROM payments WHERE condition,orders,column_5,pass,573,97,2023-09-24 13:36:14,
3836,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,sales,column_1,pass,175,24,2023-11-10 04:25:50,
6357,datafreshness,Check for datafreshness,SELECT * FROM product_webinars WHERE condition,discounts,column_4,fail,985,942,2023-11-08 17:43:04,Remark
3222,consistency,Check for consistency,SELECT * FROM sales WHERE condition,invoices,column_3,pass,435,140,2023-04-24 06:28:09,Remark
9005,datafreshness,Check for datafreshness,SELECT * FROM discounts WHERE condition,products,column_7,fail,564,344,2023-05-27 15:16:07,
9695,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,sales,column_3,fail,376,35,2023-06-10 12:45:23,Remark
6538,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,product_webinars,column_5,pass,535,313,2023-07-22 01:32:42,
7804,consistency,Check for consistency,SELECT * FROM subscribers WHERE condition,discounts,column_1,pass,297,141,2023-01-28 23:25:51,Remark
2653,datafreshness,Check for datafreshness,SELECT * FROM invoices WHERE condition,sales,column_6,pass,170,45,2023-06-16 02:34:00,Remark
5478,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,orders,column_6,fail,904,437,2023-01-10 20:09:01,Remark
1032,datafreshness,Check for datafreshness,SELECT * FROM refunds WHERE condition,purchase_transactions,column_10,fail,150,117,2023-02-11 19:37:40,Remark
2169,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,products,column_9,fail,880,751,2023-10-18 05:31:27,Remark
3481,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,users,column_8,fail,152,75,2023-11-20 01:51:55,Remark
3495,accuracy,Check for accuracy,SELECT * FROM payments WHERE condition,orders,column_10,fail,41,40,2023-10-25 01:43:32,Remark
5550,completeness,Check for completeness,SELECT * FROM purchase_transactions WHERE condition,discounts,column_8,pass,3,0,2023-05-25 09:32:59,Remark
6900,datafreshness,Check for datafreshness,SELECT * FROM payments WHERE condition,subscribers,column_4,pass,602,100,2023-09-10 20:10:55,Remark
9624,accuracy,Check for accuracy,SELECT * FROM subscribers WHERE condition,invoices,column_6,fail,189,92,2023-05-27 07:48:28,
9184,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,invoices,column_6,pass,634,182,2023-06-22 09:17:55,
3116,accuracy,Check for accuracy,SELECT * FROM products WHERE condition,admins,column_3,pass,692,638,2023-03-14 00:41:02,Remark
902,completeness,Check for completeness,SELECT * FROM payments WHERE condition,orders,column_2,fail,492,315,2023-02-01 16:02:07,Remark
485,accuracy,Check for accuracy,SELECT * FROM purchase_transactions WHERE condition,sales,column_2,fail,492,467,2023-11-18 20:35:25,Remark
9460,completeness,Check for completeness,SELECT * FROM invoices WHERE condition,refunds,column_10,pass,248,162,2023-04-16 06:06:57,
8983,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,discounts,column_9,fail,679,5,2023-10-24 10:16:42,
65,accuracy,Check for accuracy,SELECT * FROM orders WHERE condition,discounts,column_6,fail,507,413,2023-08-04 08:24:16,
6618,consistency,Check for consistency,SELECT * FROM product_webinars WHERE condition,invoice_payments,column_8,pass,867,377,2023-06-30 21:17:38,
1083,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,products,column_7,pass,970,52,2023-10-27 19:05:40,Remark
9564,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,refunds,column_3,fail,161,145,2023-01-14 10:26:04,
718,uniqueness,Check for uniqueness,SELECT * FROM purchase_transactions WHERE condition,purchase_transactions,column_2,fail,426,254,2023-08-27 16:21:58,
983,consistency,Check for consistency,SELECT * FROM sales WHERE condition,orders,column_8,pass,506,213,2023-07-29 22:10:53,
9771,accuracy,Check for accuracy,SELECT * FROM admins WHERE condition,orders,column_7,pass,128,58,2023-10-04 00:58:06,
9782,accuracy,Check for accuracy,SELECT * FROM sales WHERE condition,discounts,column_2,pass,789,670,2023-08-27 00:47:59,Remark
3133,completeness,Check for completeness,SELECT * FROM sales WHERE condition,purchase_transactions,column_3,fail,230,150,2023-01-20 07:30:20,Remark
1657,datafreshness,Check for datafreshness,SELECT * FROM orders WHERE condition,discounts,column_10,fail,845,489,2023-03-01 11:48:28,
7993,completeness,Check for completeness,SELECT * FROM orders WHERE condition,users,column_3,fail,356,173,2023-04-06 00:23:41,Remark
9571,uniqueness,Check for uniqueness,SELECT * FROM invoices WHERE condition,discounts,column_6,pass,747,673,2023-07-05 01:52:57,Remark
2482,completeness,Check for completeness,SELECT * FROM payments WHERE condition,users,column_8,fail,737,486,2023-01-04 03:41:48,
6063,consistency,Check for consistency,SELECT * FROM refunds WHERE condition,discounts,column_9,pass,399,99,2023-09-12 13:41:30,Remark
1575,consistency,Check for consistency,SELECT * FROM invoices WHERE condition,sales,column_5,pass,574,137,2023-08-13 08:24:11,Remark
6764,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,payments,column_9,pass,745,95,2023-06-16 07:43:17,Remark
5036,uniqueness,Check for uniqueness,SELECT * FROM subscribers WHERE condition,invoice_payments,column_7,fail,413,241,2023-06-04 13:34:40,
531,accuracy,Check for accuracy,SELECT * FROM invoices WHERE condition,purchase_transactions,column_9,pass,928,320,2023-04-28 14:03:42,Remark
8032,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,refunds,column_3,pass,626,107,2023-06-03 01:28:29,
39,completeness,Check for completeness,SELECT * FROM payments WHERE condition,invoices,column_2,fail,430,141,2023-01-25 18:01:54,
3711,completeness,Check for completeness,SELECT * FROM product_webinars WHERE condition,users,column_2,fail,845,157,2023-03-29 12:13:56,
3898,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,sales,column_2,pass,475,34,2023-01-09 23:27:10,Remark
2132,completeness,Check for completeness,SELECT * FROM invoice_payments WHERE condition,subscribers,column_7,fail,898,792,2023-06-30 09:46:30,
9968,accuracy,Check for accuracy,SELECT * FROM invoice_payments WHERE condition,payments,column_7,pass,781,669,2023-01-29 16:29:29,Remark
8568,accuracy,Check for accuracy,SELECT * FROM refunds WHERE condition,invoices,column_8,fail,724,199,2023-05-28 18:01:07,
1675,uniqueness,Check for uniqueness,SELECT * FROM users WHERE condition,sales,column_6,fail,316,84,2023-11-20 21:34:40,
466,consistency,Check for consistency,SELECT * FROM discounts WHERE condition,admins,column_2,fail,944,36,2023-03-30 18:35:24,
7144,datafreshness,Check for datafreshness,SELECT * FROM subscribers WHERE condition,discounts,column_6,pass,485,305,2023-11-23 14:22:55,
6192,uniqueness,Check for uniqueness,SELECT * FROM admins WHERE condition,refunds,column_1,pass,992,173,2023-07-03 18:26:26,Remark
4296,consistency,Check for consistency,SELECT * FROM admins WHERE condition,subscribers,column_5,pass,88,12,2023-06-26 19:32:55,
